host1=4f0992604aba
host2=4f0992604abasuper
=== /etc/hosts ===
# Hacked for QA/430
#
10.88.0.6	4f0992604aba pcp-ci-ubuntu2204-container
/tmp/430-591059.3/20260306.19.42-00
pmlogger_check
--- /var/lib/pcp/tmp/pmlogger/598404 ---
4330
4f0992604aba
/tmp/430-591059.4/20260306.19.42-00
pmlogger_check
--- /var/lib/pcp/tmp/pmlogger/599863 ---
4330
4f0992604aba
/tmp/430-591059.5/20260306.19.42-00
pmlogger_check
initially pid=593574
Victim pid=593574
UID          PID    PPID  C STIME TTY          TIME CMD
pcp       593574       1  0 19:42 ?        00:00:00 /usr/lib/pcp/bin/pmlogger -h 4f0992604abasuper -d "/tmp/430-591059.6" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
+++ /var/lib/pcp/tmp/pmlogger/593574 +++
4330
4f0992604aba
/tmp/430-591059.6/20260306.19.42
pmlogger_check
Check ...
Start [check]: 2026-03-06 19:42:58.251933453
Called from:
systemd,1
  |-agetty,41 -o -p -- \\u --noclear --keep-baud console 115200,38400,9600 xterm
  |-avahi-daemon,15072
  |   `-avahi-daemon,15073
  |-cron,9032 -f -P
  |-dbus-daemon,36 --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
  |-dnsmasq,15807 --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro--dhcp-script=/usr/lib/libvirt/libvirt_leaseshelp
  |   `-dnsmasq,15808 --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro...
  |-libvirtd,15700
  |   |-{libvirtd},15701
  |   |-{libvirtd},15702
  |   |-{libvirtd},15703
  |   |-{libvirtd},15704
  |   |-{libvirtd},15705
  |   |-{libvirtd},15706
  |   |-{libvirtd},15707
  |   |-{libvirtd},15708
  |   |-{libvirtd},15709
  |   |-{libvirtd},15710
  |   |-{libvirtd},15711
  |   |-{libvirtd},15712
  |   |-{libvirtd},15713
  |   |-{libvirtd},15714
  |   |-{libvirtd},15715
  |   |-{libvirtd},15717
  |   |-{libvirtd},15718
  |   `-{libvirtd},15809
  |-master,13094 -w
  |   |-pickup,13095 -l -t unix -u -c
  |   `-qmgr,13096 -l -t unix -u
  |-memcached,14723 -m 64 -p 11211 -u memcache -l 127.0.0.1 -P /var/run/memcached/memcached.pid
  |   |-{memcached},14743
  |   |-{memcached},14744
  |   |-{memcached},14745
  |   |-{memcached},14746
  |   |-{memcached},14747
  |   |-{memcached},14748
  |   |-{memcached},14749
  |   |-{memcached},14750
  |   `-{memcached},14751
  |-networkd-dispat,38 /usr/bin/networkd-dispatcher --run-startup-triggers
  |-pmcd,588967 -A -T 3 -C 512
  |   `-pmdaroot,588970
  |       |-pmdadm,588980 -d 129
  |       |-pmdakvm,588979 -d 95
  |       |-pmdalinux,588974
  |       |-pmdaproc,588971 -d 3
  |       |-pmdasample,588973 -d 29
  |       |-pmdasimple,588994 -d 253
  |       |-pmdaxfs,588972 -d 11
  |       |-python3,588975 /var/lib/pcp/pmdas/nfsclient/pmdanfsclient.python
  |       |-python3,588985 /var/lib/pcp/pmdas/opentelemetry/pmdaopentelemetry.python
  |       `-python3,588981 /var/lib/pcp/pmdas/openmetrics/pmdaopenmetrics.python
  |-pmlogger,594333 -N -P -d "/tmp/430-591059.1" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
  |-pmlogger,595639 -h local: -d "/tmp/430-591059.2" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
  |-pmlogger,596996 -h 4f0992604aba -d "/tmp/430-591059.3" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
  |-pmlogger,598404 -h 4f0992604aba -d "/tmp/430-591059.4" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
  |-pmlogger,599863 -h 4f0992604abasuper -d "/tmp/430-591059.5" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
  |-redis-server,13723
  |   |-{redis-server},13724
  |   |-{redis-server},13725
  |   |-{redis-server},13726
  |   `-{redis-server},13727
  |-systemd,248824 --user
  |   `-(sd-pam),248839
  |-systemd-journal,18
  |-systemd-logind,39
  |-systemd-machine,15699
  |-systemd-resolve,34
  |-systemd-udevd,9256
  |-unbound,13420 -d -p
  `-zabbix_agentd,14516 --foreground
      |-zabbix_agentd,14517
      |-zabbix_agentd,14518
      |-zabbix_agentd,14519
      |-zabbix_agentd,14520
      `-zabbix_agentd,14521
--- end of pstree output ---
_parse_log_control: initial pwd=/tmp
[/tmp/430-591059/control:3] host="$version=1.1" primary="" socks="" dir="" args=""
[/tmp/430-591059/control:4] host="$PMLOGGER_CHECK_SKIP_JANITOR=yes" primary="" socks="" dir="" args=""
[/tmp/430-591059/control:8] host="LOCALHOSTNAME" primary="y" socks="n" dir="/tmp/430-591059.1" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.1 dir=/tmp/430-591059.1
Current dir: /tmp/430-591059.1
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.1/lock
600927 pmlogger_check
Checking for: pmlogger -P -h local: ... in /tmp/430-591059.1 ...
... try /var/lib/pcp/tmp/pmlogger/primary: _host=4f0992604aba _arch=/tmp/430-591059.1/20260306.19.42-00
primary pmlogger process 594333 identified, OK
[/tmp/430-591059/control:9] host="LOCALHOSTNAME" primary="n" socks="n" dir="/tmp/430-591059.2" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.2 dir=/tmp/430-591059.2
Current dir: /tmp/430-591059.2
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.2/lock
600927 pmlogger_check
Checking for: pmlogger -h local: ... in /tmp/430-591059.2 ...
... try /var/lib/pcp/tmp/pmlogger/594333 _host=4f0992604aba _archdir=/tmp/430-591059.1/20260306.19.42-00 _trydir=/tmp/430-591059.2 dir=/tmp/430-591059.2: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/595639 _host=4f0992604aba _archdir=/tmp/430-591059.2/20260306.19.42-00 _trydir=/tmp/430-591059.2 dir=/tmp/430-591059.2: match=2 pmlogger process 595639 identified, OK
[/tmp/430-591059/control:10] host="4f0992604aba" primary="n" socks="n" dir="/tmp/430-591059.3" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.3 dir=/tmp/430-591059.3
Current dir: /tmp/430-591059.3
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.3/lock
600927 pmlogger_check
Checking for: pmlogger -h 4f0992604aba ... in /tmp/430-591059.3 ...
... try /var/lib/pcp/tmp/pmlogger/594333 _host=4f0992604aba _archdir=/tmp/430-591059.1/20260306.19.42-00 _trydir=/tmp/430-591059.3 dir=/tmp/430-591059.3: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/595639 _host=4f0992604aba _archdir=/tmp/430-591059.2/20260306.19.42-00 _trydir=/tmp/430-591059.3 dir=/tmp/430-591059.3: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/596996 _host=4f0992604aba _archdir=/tmp/430-591059.3/20260306.19.42-00 _trydir=/tmp/430-591059.3 dir=/tmp/430-591059.3: match=2 pmlogger process 596996 identified, OK
[/tmp/430-591059/control:11] host="4f0992604aba" primary="n" socks="n" dir="/tmp/430-591059.4" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.4 dir=/tmp/430-591059.4
Current dir: /tmp/430-591059.4
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.4/lock
600927 pmlogger_check
Checking for: pmlogger -h 4f0992604aba ... in /tmp/430-591059.4 ...
... try /var/lib/pcp/tmp/pmlogger/594333 _host=4f0992604aba _archdir=/tmp/430-591059.1/20260306.19.42-00 _trydir=/tmp/430-591059.4 dir=/tmp/430-591059.4: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/595639 _host=4f0992604aba _archdir=/tmp/430-591059.2/20260306.19.42-00 _trydir=/tmp/430-591059.4 dir=/tmp/430-591059.4: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/596996 _host=4f0992604aba _archdir=/tmp/430-591059.3/20260306.19.42-00 _trydir=/tmp/430-591059.4 dir=/tmp/430-591059.4: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/598404 _host=4f0992604aba _archdir=/tmp/430-591059.4/20260306.19.42-00 _trydir=/tmp/430-591059.4 dir=/tmp/430-591059.4: match=2 pmlogger process 598404 identified, OK
[/tmp/430-591059/control:12] host="4f0992604abasuper" primary="n" socks="n" dir="/tmp/430-591059.5" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.5 dir=/tmp/430-591059.5
Current dir: /tmp/430-591059.5
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.5/lock
600927 pmlogger_check
Checking for: pmlogger -h 4f0992604abasuper ... in /tmp/430-591059.5 ...
... try /var/lib/pcp/tmp/pmlogger/594333 _host=4f0992604aba _archdir=/tmp/430-591059.1/20260306.19.42-00 _trydir=/tmp/430-591059.5 dir=/tmp/430-591059.5: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/595639 _host=4f0992604aba _archdir=/tmp/430-591059.2/20260306.19.42-00 _trydir=/tmp/430-591059.5 dir=/tmp/430-591059.5: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/596996 _host=4f0992604aba _archdir=/tmp/430-591059.3/20260306.19.42-00 _trydir=/tmp/430-591059.5 dir=/tmp/430-591059.5: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/598404 _host=4f0992604aba _archdir=/tmp/430-591059.4/20260306.19.42-00 _trydir=/tmp/430-591059.5 dir=/tmp/430-591059.5: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/599863 _host=4f0992604aba _archdir=/tmp/430-591059.5/20260306.19.42-00 _trydir=/tmp/430-591059.5 dir=/tmp/430-591059.5: match=2 pmlogger process 599863 identified, OK
[/tmp/430-591059/control:13] host="4f0992604abasuper" primary="n" socks="n" dir="/tmp/430-591059.6" args="-c /tmp/430-591059/config"
After _do_dir_and_args: orig_dir=/tmp/430-591059.6 dir=/tmp/430-591059.6
Current dir: /tmp/430-591059.6
Acquired lock:
-r--r--r-- 1 pcp pcp 22 Mar  6 19:42 /tmp/430-591059.6/lock
600927 pmlogger_check
Checking for: pmlogger -h 4f0992604abasuper ... in /tmp/430-591059.6 ...
... try /var/lib/pcp/tmp/pmlogger/594333 _host=4f0992604aba _archdir=/tmp/430-591059.1/20260306.19.42-00 _trydir=/tmp/430-591059.6 dir=/tmp/430-591059.6: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/595639 _host=4f0992604aba _archdir=/tmp/430-591059.2/20260306.19.42-00 _trydir=/tmp/430-591059.6 dir=/tmp/430-591059.6: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/596996 _host=4f0992604aba _archdir=/tmp/430-591059.3/20260306.19.42-00 _trydir=/tmp/430-591059.6 dir=/tmp/430-591059.6: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/598404 _host=4f0992604aba _archdir=/tmp/430-591059.4/20260306.19.42-00 _trydir=/tmp/430-591059.6 dir=/tmp/430-591059.6: match=0 different directory, skip
... try /var/lib/pcp/tmp/pmlogger/599863 _host=4f0992604aba _archdir=/tmp/430-591059.5/20260306.19.42-00 _trydir=/tmp/430-591059.6 dir=/tmp/430-591059.6: match=0 different directory, skip
No reconfigure: magic=1 auto-generated=1 skip=0: "/tmp/430-591059/config" (pmlogconf)
Command: PMLOGGER_LOCAL=1 /usr/lib/pcp/bin/pmlogger -h 4f0992604abasuper -d "/tmp/430-591059.6" -c /tmp/430-591059/config -m pmlogger_check %Y%m%d.%H.%M
Restarting pmlogger for host "4f0992604abasuper" ... [process 601373]  done
Doing compression ...
End [check]: 2026-03-06 19:42:59.179964719 status=0
Found pid 601373 after 0 iterations
_wait_for_pmlogger() success at iter 1 ...
Connected to primary pmlogger at local:
pmlogger [primary] on host local: is logging metrics from host 4f0992604aba
PMCD host        4f0992604aba
log started      Fri Mar  6 19:42:59.618801387 2026 (times in local time)
last log entry   Fri Mar  6 19:42:59.887834157 2026
current time     Fri Mar  6 19:43:00.901409304 2026
log volume       0
log size         79840
